0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.39845085144043,1.0,1.3128007650375366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.725907325744629,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.302293986082077,0.0,1.5666178464889526,4.703420162200928,5.177773475646973,1.651658535003662,0.0,2.3974390029907227,0.0,0.0,0.0,0.0,3.0824427604675293,4.977137088775635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6028724312782288,0.0,1.0,0.0,0.0,0.0,10.387805938720703,1.0,3.7726778984069824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.926631927490234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.13776788115501404,0.0,0.588344156742096,0.0,0.2593093812465668,1.1658252477645874,1.250964879989624,0.6272748708724976,0.0,0.0,0.0,0.0,6.066165924072266,1.0,2.4737460613250732,3.9852488040924072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08931829780340195,0.0,1.7118604183197021,0.0,1.0,0.0,0.0,0.0,37.22114562988281,1.0,0.0,0.0,0.0,4.757191181182861,1.0,1.595276117324829,1.983363151550293,0.0,0.4479081928730011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.059240661561489105,0.0,1.570729374885559,0.0,1.0,0.0,0.0,0.0,26.760236740112305,1.0,4.099976062774658,0.0,0.0,0.0,0.0,1.611308217048645,2.4990053176879883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2221027910709381,0.0,0.0,0.0,0.0,33.877437591552734,1.0,0.0,0.0,0.0,10.327274322509766,1.0,0.0,0.0,0.0,7.976221561431885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.4879259467124939,0.0,1.0,0.5612561106681824,1.907099723815918,2.0792744159698486,0.8038328886032104,0.0,1.824724555015564,0.0,0.0,0.0,0.0,1.0033464431762695,0.5948216915130615,0.0,1.5954664945602417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.006189217325299978,0.0,0.0,0.0,0.0,38.40952682495117,1.0,0.1420358121395111,0.0,0.0,2.737961530685425,1.0,0.7439048886299133,0.0,0.0,5.627884387969971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.375543594360352,1.0,4.532305717468262,0.0,0.0,0.0,0.0,2.9593613147735596,4.758230686187744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09732962399721146,0.0,1.9488325119018555,0.0,1.0,0.9437621831893921,2.9344072341918945,3.209541082382202,1.0945231914520264,0.0,0.005512271076440811,0.0,0.0,2.6220154762268066,1.0,0.0,0.0,0.0,11.327731132507324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.11561759561300278,0.0,2.3364012241363525,0.0,1.0,0.0,0.0,0.0,52.089324951171875,1.0,4.063053607940674,0.0,0.0,0.0,0.0,3.223021984100342,5.1903815269470215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14870350062847137,0.0,2.648979663848877,0.0,1.0,0.0,0.0,0.0,21.09958839416504,1.0,2.057771682739258,0.0,0.0,0.0,0.0,1.8895111083984375,3.015671730041504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.11767644435167313,0.0,2.4982192516326904,0.0,1.0,0.0,0.0,0.0,11.023856163024902,1.0,1.438193678855896,0.0,0.0,0.0,0.0,1.8476178646087646,2.961683511734009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
