test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test
0.940068781375885,0.5446070432662964,0.569314181804657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9952238202095032,0.15288996696472168,0.45849570631980896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.999710738658905,0.6832737922668457,0.3836076557636261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9999098777770996,0.9034948348999023,0.6149644255638123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.133883173082722e-07,0.26306039094924927,0.5743660926818848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9729400277137756,0.9926995635032654,0.3909390866756439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.298467163403984e-06,0.9954568147659302,0.4500194787979126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8337958455085754,0.16324028372764587,0.4552440941333771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008149358443915844,0.9623053073883057,0.5206019878387451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9900237917900085,0.9187991619110107,0.6497942209243774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9989789724349976,0.24548789858818054,0.5693883895874023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0002821063972078264,0.19477754831314087,0.41099581122398376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8824310898780823,0.10677951574325562,0.4365841746330261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.903650164604187,0.9576585292816162,0.3946009874343872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09624573588371277,0.8618915677070618,0.6129917502403259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9945648908615112,0.9990376234054565,0.5541415810585022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015742991119623184,0.7790143489837646,0.4101272523403168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9985195994377136,0.8062583208084106,0.7029210329055786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0008788015693426132,0.8545922040939331,0.408935546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.002737961243838072,0.9229158163070679,0.6664325594902039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15820148587226868,0.9518875479698181,0.4192025363445282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9997549653053284,0.05128563940525055,0.5525221824645996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9963874816894531,0.7881461977958679,0.5585540533065796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.002393047558143735,0.46182042360305786,0.5273686051368713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9999750852584839,0.9743345975875854,0.42513105273246765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.926271378993988,0.9612219333648682,0.5350340008735657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9963920712471008,0.5464672446250916,0.5622233152389526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9988977909088135,0.8411022424697876,0.5233303904533386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.541415496030822e-05,0.06613899022340775,0.39841970801353455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.470397784141824e-05,0.07336878776550293,0.549213707447052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10313668847084045,0.5329802632331848,0.6825602054595947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.26335322856903076,0.10971584171056747,0.6948714852333069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3065853954330464e-09,0.27614304423332214,0.3910229504108429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7133784294128418,0.2736749053001404,0.48076653480529785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7704799175262451,0.9912523627281189,0.5935956239700317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.516686307302734e-07,0.9955477714538574,0.42259836196899414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0006807080353610218,0.9394076466560364,0.4399261772632599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9646557569503784,0.9119630455970764,0.40285632014274597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013175341300666332,0.25565049052238464,0.6730149984359741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9988540410995483,0.7147074937820435,0.7076627016067505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9883461594581604,0.9209429621696472,0.5038277506828308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.3468500738063085e-08,0.9774178862571716,0.4563182592391968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8404289484024048,0.19037149846553802,0.4024914801120758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7785181626095437e-05,0.19714391231536865,0.6624725461006165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9675481915473938,0.24989666044712067,0.7910491824150085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0009163913782685995,0.9855877161026001,0.6666061878204346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0070576283615083e-05,0.987640917301178,0.5584775805473328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9969770908355713,0.16323143243789673,0.43833449482917786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.916126156080281e-06,0.1911861002445221,0.40845218300819397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.026822544634342194,0.43443572521209717,0.5285964608192444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5597950095980195e-06,0.9147760272026062,0.5106605887413025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0004760993178933859,0.3284964859485626,0.41414541006088257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9623864889144897,0.19452764093875885,0.5590806007385254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9672876596450806,0.1408955156803131,0.7150206565856934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0013128051068633795,0.9632811546325684,0.4040791988372803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9463077783584595,0.9779330492019653,0.4030705690383911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9998413324356079,0.2816225290298462,0.4006165564060211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.00040788427577354014,0.33339646458625793,0.4332808256149292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
